model_id,task_id,score,reported_by,url,notes
qwen3.5-2b,hallusionbench,51.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b,ocrbench,85.4,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b,countbench,86.8,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b,mlvu,,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b,videommmu,,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b,mmvu,,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,mmmu,64.2,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,mmmu-pro,50.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,mathvista,76.7,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,mini
qwen3.5-2b-thinking,dynamath,73.6,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,zerobench,1,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,vlmsblind,75.8,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,rwqa,74.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,mmstar,71.7,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,mmbench,83.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,EN-DEV-v1.1
qwen3.5-2b-thinking,simplevqa,38.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,hallusionbench,58.0,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,ocrbench,84.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,countbench,91.4,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,mlvu,76.2,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,videommmu,62.1,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-2b-thinking,mmvu,48.6,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B#vision-language,
qwen3.5-0.8b,mmmu,47.4,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,mmmu-pro,31.4,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,mathvista,58.6,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,mini
qwen3.5-0.8b,dynamath,46.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,zerobench,0,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,vlmsblind,57.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,rwqa,61.6,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,mmstar,55.9,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,mmbench,68.0,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,EN-DEV-v1.1
qwen3.5-0.8b,simplevqa,30.4,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,hallusionbench,46.7,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,ocrbench,79.1,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,countbench,68.6,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,mlvu,,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,videommmu,,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b,mmvu,,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B#vision-language,
qwen3.5-0.8b-thinking,mmmu,49.0,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,mmmu-pro,31.2,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,mathvista,62.2,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,mini
qwen3.5-0.8b-thinking,dynamath,49.9,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,zerobench,0,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,vlmsblind,59.4,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,rwqa,63.4,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,mmstar,58.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,mmbench,69.9,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,EN-DEV-v1.1
qwen3.5-0.8b-thinking,simplevqa,31.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,hallusionbench,53.1,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,ocrbench,74.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,countbench,77.0,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,mlvu,65.6,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,videommmu,44.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-0.8b-thinking,mmvu,34.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-08B#vision-language,
qwen3.5-4b,mmmu,77.6,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,mmmu-pro,66.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,mathvista,85.1,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,mini
qwen3.5-4b,dynamath,83.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,zerobench,3,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,vlmsblind,92.6,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,babyvision,19.1,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,rwqa,79.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,mmstar,78.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,mmbench,89.4,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,EN-DEV-v1.1
qwen3.5-4b,simplevqa,43.4,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,hallusionbench,65.0,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,ocrbench,85.0,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,countbench,96.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,mlvu,82.8,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,videommmu,74.1,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-4b,mmvu,64.9,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B#vision-language,
qwen3.5-9b,mmmu,78.4,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,mmmu-pro,70.1,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,mathvista,85.7,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,mini
qwen3.5-9b,dynamath,83.6,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,zerobench,3.0,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,vlmsblind,93.7,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,babyvision,25.8,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,rwqa,80.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,mmstar,79.7,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,mmbench,90.1,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,EN-DEV-v1.1
qwen3.5-9b,simplevqa,51.2,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,hallusionbench,69.3,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,ocrbench,89.2,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,countbench,97.2,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,mlvu,84.4,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,videommmu,78.9,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
qwen3.5-9b,mmvu,67.8,Qwen,https://huggingface.co/Qwen/Qwen3.5-9B#vision-language,
gemma3-4b,mmmu,48.8,Google,https://arxiv.org/pdf/2503.19786,
gemma3-12b,mmmu,59.6,Google,https://arxiv.org/pdf/2503.19786,
gemma3-27b,mmmu,64.9,Google,https://arxiv.org/pdf/2503.19786,
step3-vl-10b,mmmu,78.11,StepFun,https://arxiv.org/pdf/2601.09668,
step3-vl-10b,mmmu-pro,64.08,StepFun,https://arxiv.org/pdf/2601.09668,
step3-vl-10b,zerobench,1,StepFun,https://arxiv.org/pdf/2601.09668,
step3-vl-10b,mmbench,92.05,StepFun,https://arxiv.org/pdf/2601.09668,
step3-vl-10b,simplevqa,53.08,StepFun,https://arxiv.org/pdf/2601.09668,
step3-vl-10b,mmstar,77.48,StepFun,https://arxiv.org/pdf/2601.09668,
step3-vl-10b,mm-ifeval,61.87,StepFun,https://arxiv.org/pdf/2601.09668,
step3-vl-10b,ocrbench,86.75,StepFun,https://arxiv.org/pdf/2601.09668,
step3-vl-10b,blink,66.79,StepFun,https://arxiv.org/pdf/2601.09668,
step3-vl-10b,rwqa,74.44,StepFun,https://arxiv.org/pdf/2601.09668,
qwen3-vl-8b-thinking,rwqa,71.93,StepFun,https://arxiv.org/pdf/2601.09668,
qwen3-vl-8b-thinking,mmmu,73.53,StepFun,https://arxiv.org/pdf/2601.09668,
qwen3-vl-8b-thinking,mmmu-pro,60.94,StepFun,https://arxiv.org/pdf/2601.09668,
qwen3-vl-8b-thinking,zerobench,0.5,StepFun,https://arxiv.org/pdf/2601.09668,
qwen3-vl-8b-thinking,simplevqa,48.69,StepFun,https://arxiv.org/pdf/2601.09668,
qwen3-vl-8b-thinking,blink,62.78,StepFun,https://arxiv.org/pdf/2601.09668,
internvl3.5-1b,mmmu,44.2,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-2b,mmmu,59.0,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-4b,mmmu,66.6,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-8b,mmmu,73.4,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-14b,mmmu,73.3,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-20b-a4b,mmmu,72.6,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-30b-a3b,mmmu,75.6,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-38b,mmmu,76.9,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-241b-a28b,mmmu,77.7,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-1b,chartqa,77.7,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-2b,chartqa,80.7,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-4b,chartqa,86.0,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-8b,chartqa,86.7,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-1b,textvqa,71.5,InternVL,https://arxiv.org/pdf/2508.18265,Val
internvl3.5-2b,textvqa,76.5,InternVL,https://arxiv.org/pdf/2508.18265,Val
internvl3.5-4b,textvqa,77.9,InternVL,https://arxiv.org/pdf/2508.18265,Val
internvl3.5-8b,textvqa,78.2,InternVL,https://arxiv.org/pdf/2508.18265,Val
internvl3.5-1b,docvqa,85.6,InternVL,https://arxiv.org/pdf/2508.18265,Test
internvl3.5-2b,docvqa,89.4,InternVL,https://arxiv.org/pdf/2508.18265,Test
internvl3.5-4b,docvqa,92.4,InternVL,https://arxiv.org/pdf/2508.18265,Test
internvl3.5-8b,docvqa,92.3,InternVL,https://arxiv.org/pdf/2508.18265,Test
internvl3.5-1b,infovqa,60.5,InternVL,https://arxiv.org/pdf/2508.18265,Test
internvl3.5-2b,infovqa,70.8,InternVL,https://arxiv.org/pdf/2508.18265,Test
internvl3.5-4b,infovqa,78.0,InternVL,https://arxiv.org/pdf/2508.18265,Test
internvl3.5-8b,infovqa,79.1,InternVL,https://arxiv.org/pdf/2508.18265,Test
internvl3.5-1b,blink,44.0,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-2b,blink,51.3,InternVL,https://arxiv.org/pdf/2508.18265,Val
internvl3.5-4b,blink,58.1,InternVL,https://arxiv.org/pdf/2508.18265,Val
internvl3.5-8b,blink,59.5,InternVL,https://arxiv.org/pdf/2508.18265,Val
internvl3.5-1b,rwqa,57.6,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-2b,rwqa,62.0,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-4b,rwqa,66.3,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-8b,rwqa,67.5,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-1b,mme,1910.2,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-2b,mme,,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-4b,mme,,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-8b,mme,,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-1b,mmstar,51.9,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-2b,mmstar,,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-4b,mmstar,,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-8b,mmstar,,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-1b,pope,86.8,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-2b,pope,,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-4b,pope,,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-8b,pope,,InternVL,https://arxiv.org/pdf/2508.18265,
gemma3-27b,chartqa,78.0,InternVL,https://arxiv.org/pdf/2508.18265,
gemma3-27b,textvqa,67.7,InternVL,https://arxiv.org/pdf/2508.18265,
gemma3-27b,docvqa,86.6,InternVL,https://arxiv.org/pdf/2508.18265,
gemma3-27b,infovqa,64.9,InternVL,https://arxiv.org/pdf/2508.18265,
gemma3-27b,mmmu,64.9,InternVL,https://arxiv.org/pdf/2508.18265,
gemma3-27b,blink,54.4,InternVL,https://arxiv.org/pdf/2508.18265,
gemma3-12b,blink,52.6,InternVL,https://arxiv.org/pdf/2508.18265,
internvl3.5-241b-a28b,blink,61.4,InternVL,https://arxiv.org/pdf/2508.18265,
smolvlm2-2.2b,mmmu,42,HuggingFace,https://huggingface.co/HuggingFaceTB/SmolVLM2-2.2B-Instruct#vision-evaluation,
smolvlm2-2.2b,mmstar,46,HuggingFace,https://huggingface.co/HuggingFaceTB/SmolVLM2-2.2B-Instruct#vision-evaluation,
smolvlm2-2.2b,textvqa,73.21,HuggingFace,https://huggingface.co/HuggingFaceTB/SmolVLM2-2.2B-Instruct#vision-evaluation,Val
smolvlm2-2.2b,docvqa,79.98,HuggingFace,https://huggingface.co/HuggingFaceTB/SmolVLM2-2.2B-Instruct#vision-evaluation,Val
smolvlm2-2.2b,chartqa,68.84,HuggingFace,https://huggingface.co/HuggingFaceTB/SmolVLM2-2.2B-Instruct#vision-evaluation,Test
penguin-vl-2b,infovqa,77.8,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-2b,chartqa,86.6,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-2b,docvqa,94.1,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-2b,charxiv,66.4,Tencent AI,http://arxiv.org/pdf/2603.06569,DQ
penguin-vl-2b,charxiv,35.8,Tencent AI,http://arxiv.org/pdf/2603.06569,RQ
penguin-vl-2b,ocrbench,810,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-2b,rwqa,70.2,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-2b,mmmu-pro,31.4,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-2b,blink,51.7,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-2b,mmvu,42.7,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-2b,infovqa,72.4,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-2b,chartqa,76.9,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-2b,docvqa,93.3,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-2b,charxiv,62.3,Tencent AI,http://arxiv.org/pdf/2603.06569,DQ
qwen3-vl-2b,charxiv,26.8,Tencent AI,http://arxiv.org/pdf/2603.06569,RQ
qwen3-vl-2b,ocrbench,858,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-2b,rwqa,63.9,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-2b,mmmu-pro,36.5,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-2b,blink,53.8,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-2b,mmvu,41.7,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-2b,infovqa,70.8,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-2b,chartqa,80.7,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-2b,docvqa,89.4,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-2b,charxiv,65.0,Tencent AI,http://arxiv.org/pdf/2603.06569,DQ
internvl3.5-2b,charxiv,31.6,Tencent AI,http://arxiv.org/pdf/2603.06569,RQ
internvl3.5-2b,ocrbench,836,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-2b,rwqa,62.0,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-2b,mmmu-pro,31.6,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-2b,blink,36.6,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-2b,mmvu,42.7,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-8b,infovqa,86.8,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-8b,chartqa,90.5,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-8b,docvqa,962,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-8b,charxiv,75.7,Tencent AI,http://arxiv.org/pdf/2603.06569,DQ
penguin-vl-8b,charxiv,40.0,Tencent AI,http://arxiv.org/pdf/2603.06569,RQ
penguin-vl-8b,ocrbench,852,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-8b,rwqa,75.8,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-8b,mmmu-pro,40.2,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-8b,blink,58.2,Tencent AI,http://arxiv.org/pdf/2603.06569,
penguin-vl-8b,mmvu,53.9,Tencent AI,http://arxiv.org/pdf/2603.06569,
gpt-5-nano,infovqa,49.2,Tencent AI,http://arxiv.org/pdf/2603.06569,
gpt-5-nano,chartqa,48.6,Tencent AI,http://arxiv.org/pdf/2603.06569,
gpt-5-nano,docvqa,78.3,Tencent AI,http://arxiv.org/pdf/2603.06569,
gpt-5-nano,charxiv,64.4,Tencent AI,http://arxiv.org/pdf/2603.06569,DQ
gpt-5-nano,charxiv,31.7,Tencent AI,http://arxiv.org/pdf/2603.06569,RQ
gpt-5-nano,ocrbench,701,Tencent AI,http://arxiv.org/pdf/2603.06569,
gpt-5-nano,rwqa,60.7,Tencent AI,http://arxiv.org/pdf/2603.06569,
gpt-5-nano,mmmu-pro,36.5,Tencent AI,http://arxiv.org/pdf/2603.06569,
gpt-5-nano,blink,42.2,Tencent AI,http://arxiv.org/pdf/2603.06569,
gpt-5-nano,mmvu,51.0,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-8b,infovqa,83.1,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-8b,chartqa,89.6,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-8b,docvqa,96.1,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-8b,charxiv,83.0,Tencent AI,http://arxiv.org/pdf/2603.06569,DQ
qwen3-vl-8b,charxiv,46.4,Tencent AI,http://arxiv.org/pdf/2603.06569,RQ
qwen3-vl-8b,ocrbench,896,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-8b,rwqa,71.5,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-8b,mmmu-pro,55.9,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-8b,blink,69.1,Tencent AI,http://arxiv.org/pdf/2603.06569,
qwen3-vl-8b,mmvu,58.7,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-8b,infovqa,79.1,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-8b,chartqa,86.7,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-8b,docvqa,92.3,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-8b,charxiv,72.2,Tencent AI,http://arxiv.org/pdf/2603.06569,DQ
internvl3.5-8b,charxiv,44.4,Tencent AI,http://arxiv.org/pdf/2603.06569,RQ
internvl3.5-8b,ocrbench,840,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-8b,rwqa,67.5,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-8b,mmmu-pro,39.7,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-8b,blink,59.5,Tencent AI,http://arxiv.org/pdf/2603.06569,
internvl3.5-8b,mmvu,51.5,Tencent AI,http://arxiv.org/pdf/2603.06569,
gpt-5.4-nano,mmmu-pro,66.1,OpenAI,https://openai.com/index/introducing-gpt-5-4-mini-and-nano/,
gpt-5.4-mini,mmmu-pro,76.6,OpenAI,https://openai.com/index/introducing-gpt-5-4-mini-and-nano/,
llava-ov-1.5-4b,mmstar,64.9,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-4b,seedbench,76.6,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-4b,realworldqa,67.8,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-4b,mmmu,52.7,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-4b,mmmu-pro,35.3,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-4b,chartqa,87.1,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-4b,docvqa,94.4,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-4b,ocrbench,80.0,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-4b,infovqa,76.1,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-4b,pixmocount,52.2,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-4b,countbench,79.8,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-8b,mmstar,67.7,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-8b,seedbench,77.3,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-8b,realworldqa,68.1,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-8b,mmmu,55.4,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-8b,mmmu-pro,37.4,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-8b,chartqa,86.5,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-8b,docvqa,95.0,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-8b,ocrbench,82.9,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-8b,infovqa,78.4,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-8b,pixmocount,62.2,LLaVA,http://arxiv.org/pdf/2509.23661,
llava-ov-1.5-8b,countbench,88.2,LLaVA,http://arxiv.org/pdf/2509.23661,
phi-4-reasoning-vision-15b,chartqa,83.3,Microsoft,https://arxiv.org/pdf/2603.03975,Test
phi-4-reasoning-vision-15b,mmmu,54.3,Microsoft,https://arxiv.org/pdf/2603.03975,
phi-4-reasoning-vision-15b,mmstar,64.5,Microsoft,https://arxiv.org/pdf/2603.03975,
gemma3-12b,chartqa,39,Microsoft,https://arxiv.org/pdf/2603.03975,Test
gemma3-12b,mmmu,50,Microsoft,https://arxiv.org/pdf/2603.03975,
gemma3-12b,mmstar,59.4,Microsoft,https://arxiv.org/pdf/2603.03975,
qwen3-vl-8b,chartqa,83.1,Microsoft,https://arxiv.org/pdf/2603.03975,Test
qwen3-vl-8b,mmmu,60.7,Microsoft,https://arxiv.org/pdf/2603.03975,
qwen3-vl-8b,mmstar,68.9,Microsoft,https://arxiv.org/pdf/2603.03975,
qwen3-vl-8b-thinking,chartqa,78,Microsoft,https://arxiv.org/pdf/2603.03975,Test
qwen3-vl-8b-thinking,mmmu,59.3,Microsoft,https://arxiv.org/pdf/2603.03975,
qwen3-vl-8b-thinking,mmstar,69.3,Microsoft,https://arxiv.org/pdf/2603.03975,
nemotron-nano-v2-vl-12b-reasoning,mmstar,71.7,NVIDIA,https://arxiv.org/abs/2511.03929,
nemotron-nano-v2-vl-12b-reasoning,blink,56.7,NVIDIA,https://arxiv.org/abs/2511.03929,
nemotron-nano-v2-vl-12b-reasoning,hallusionbench,73.1,NVIDIA,https://arxiv.org/abs/2511.03929,
nemotron-nano-v2-vl-12b-reasoning,pope,87.0,NVIDIA,https://arxiv.org/abs/2511.03929,
